COD_ESC;ZONA;MUN;ED_INFANTIL;CLASSES ESPECIAIS;SALA DE RECURSO;ANOS INICIAIS;ANOS FINAIS;ENSINO M�DIO;EJA FUNDAMENTAL_AI;EJA FUNDAMENTAL_AF;EJA ENSINO MEDIO
32585;1;PIRAPOZINHO;0;3;0;0;381;146;0;0;0
32694;1;PIRAPOZINHO;0;2;0;0;157;83;0;0;0
4102;1;PRESIDENTE PRUDENTE;0;9;0;0;171;74;0;0;0
31732;1;PRESIDENTE PRUDENTE;0;11;0;0;378;673;0;0;0
31744;1;PRESIDENTE PRUDENTE;0;9;0;0;246;191;0;0;0
31884;1;PRESIDENTE PRUDENTE;0;2;0;0;90;76;0;0;0
31926;1;PRESIDENTE PRUDENTE;0;16;0;0;396;403;0;0;0
43148;1;PRESIDENTE PRUDENTE;0;3;0;0;343;0;0;0;0
47673;1;PRESIDENTE PRUDENTE;0;6;0;0;378;0;0;0;0
565039;1;PRESIDENTE PRUDENTE;0;5;0;0;316;0;0;0;0
921920;1;PRESIDENTE PRUDENTE;0;20;0;0;263;291;0;0;0
32657;1;TACIBA;0;5;0;0;335;154;0;0;0
7400;2;CAIUA;0;0;0;0;0;0;5;88;111
32360;1;MARABA PAULISTA;0;2;0;0;163;71;0;0;7
191536;1;PRESIDENTE EPITACIO;0;11;0;0;298;148;0;0;0
32803;1;RIBEIRAO DOS INDIOS;0;3;0;0;81;47;0;5;22
32852;1;MIRANTE DO PARANAPANEMA;0;13;0;111;84;60;0;8;6
32906;1;MIRANTE DO PARANAPANEMA;0;19;0;0;263;223;0;22;32
925810;2;MIRANTE DO PARANAPANEMA;0;15;0;90;87;45;0;13;17
459859;1;MIRANTE DO PARANAPANEMA;0;0;0;0;0;0;0;0;0
32177;1;TEODORO SAMPAIO;0;14;0;0;428;251;0;13;36
32372;1;TEODORO SAMPAIO;0;6;0;0;272;131;0;0;0
297380;2;TEODORO SAMPAIO;0;3;0;35;26;19;0;10;12
44696;1;ROSANA;0;0;0;0;0;192;0;0;0
33108;1;ASSIS;0;0;0;0;267;132;0;0;0
33112;1;ASSIS;0;24;0;0;308;165;0;0;0
903632;1;ASSIS;0;0;0;0;245;236;0;30;152
454886;2;ASSIS;0;0;0;0;0;0;30;125;0
32529;1;IEPE;0;17;0;0;390;269;0;10;22
33017;1;MARACAI;0;1;0;0;243;95;0;0;0
33066;1;MARACAI;0;2;0;0;35;30;0;0;0
40186;1;MARACAI;0;3;0;0;33;22;0;0;0
33900;1;PALMITAL;0;1;0;0;257;72;0;0;0
43230;1;PARAGUACU PAULISTA;0;11;0;0;114;201;0;0;0
33133;1;TARUMA;0;22;0;0;238;189;0;117;138
900862;1;TARUMA;0;11;0;0;192;18;0;0;0
7986;2;ALVARO DE CARVALHO;0;0;0;0;0;0;70;111;82
453158;2;ALVARO DE CARVALHO;0;0;0;0;0;0;41;138;191
33376;1;ALVINLANDIA;0;20;0;0;196;114;0;10;33
47703;1;ECHAPORA;0;4;0;0;298;189;0;0;0
9890;2;GALIA;0;0;0;0;0;0;11;42;25
33424;1;GARCA;0;7;0;0;297;74;0;0;0
33741;1;MARILIA;0;6;0;272;0;0;0;0;0
33777;1;MARILIA;0;0;0;91;160;91;0;0;0
36250;1;MARILIA;0;9;0;186;0;0;0;0;0
43242;1;MARILIA;0;1;0;0;416;562;0;0;0
43254;1;MARILIA;0;41;5;0;212;260;0;0;0
47843;1;MARILIA;0;0;0;0;270;103;0;0;0
47855;1;MARILIA;0;4;0;0;366;351;0;0;0
474629;1;MARILIA;0;8;0;0;320;139;0;0;0
903693;1;MARILIA;0;0;0;0;369;185;0;0;0
907650;1;MARILIA;0;0;0;0;424;0;0;0;0
907662;1;MARILIA;0;41;0;0;301;143;0;0;0
914198;1;MARILIA;0;0;0;0;411;383;0;0;0
980043;1;MARILIA;0;0;0;0;0;0;0;254;657
453262;2;MARILIA;0;0;0;0;0;0;0;59;84
33881;1;POMPEIA;0;6;0;0;242;0;0;0;0
459768;1;POMPEIA;0;0;0;0;0;0;0;0;0
33613;1;VERA CRUZ;0;4;0;0;207;0;0;9;18
35737;1;BERNARDINO DE CAMPOS;0;5;0;0;142;55;0;0;0
566810;2;BERNARDINO DE CAMPOS;0;0;0;0;0;0;35;52;65
33947;1;IBIRAREMA;0;6;0;0;329;164;0;30;53
33923;1;OURINHOS;0;8;0;0;0;356;0;0;95
34061;1;OURINHOS;0;0;0;0;242;73;0;0;0
903700;1;OURINHOS;0;0;0;113;331;247;0;0;0
495359;1;OURINHOS;0;0;0;0;0;0;8;28;46
904223;1;SANTA CRUZ DO RIO PARDO;0;0;0;0;295;98;0;0;0
906839;1;SANTA CRUZ DO RIO PARDO;0;13;0;0;350;227;0;33;0
909634;1;SANTA CRUZ DO RIO PARDO;0;0;0;351;0;0;0;0;0
34071;1;CANITAR;0;0;0;0;0;186;0;0;24
34666;1;BASTOS;0;13;0;0;344;318;0;0;57
925007;1;BASTOS;0;0;0;0;274;180;0;25;0
34678;1;HERCULANDIA;0;12;0;0;339;165;0;0;0
34496;1;IACRI;0;0;0;0;272;119;0;0;0
31586;1;PARAPUA;0;6;0;0;166;205;0;19;31
34502;1;QUINTANA;0;0;0;0;316;158;0;14;37
32530;1;RANCHARIA;0;3;0;0;294;361;0;17;66
31689;1;RINOPOLIS;0;6;0;0;330;0;0;0;0
31690;1;RINOPOLIS;0;0;0;328;0;0;0;0;0
34630;1;TUPA;0;28;0;211;0;0;0;0;0
34642;1;TUPA;0;1;0;280;0;0;0;0;0
34654;1;TUPA;0;15;0;212;0;0;0;0;0
34685;1;TUPA;0;0;0;132;0;0;0;0;0
985512;1;TUPA;0;0;0;0;0;0;0;0;0
421868;2;ARCO-IRIS;9;0;0;22;18;14;0;0;0
34800;1;IGUAPE;0;8;0;0;374;0;0;36;0
47715;1;IGUAPE;0;6;0;0;363;264;0;0;23
908344;2;IGUAPE;0;0;0;0;112;87;0;0;0
100262;2;ITARIRI;0;0;0;2;0;0;0;0;0
906049;2;ITARIRI;0;15;0;0;205;115;0;0;0
34915;1;JUQUIA;0;5;0;0;267;194;0;0;0
40289;2;JUQUIA;0;4;0;0;105;48;0;0;0
34873;1;MIRACATU;0;6;0;0;288;177;0;0;0
34940;1;MIRACATU;0;3;0;0;65;50;0;0;0
919561;2;MIRACATU;0;4;0;0;70;58;0;0;0
34964;1;PEDRO DE TOLEDO;0;18;0;0;378;224;0;0;0
495219;2;CANANEIA;0;0;0;7;13;7;0;0;0
499523;2;ELDORADO;2;0;0;9;4;9;0;2;0
910156;2;ELDORADO;0;0;0;0;37;0;0;0;0
924489;2;ELDORADO;0;0;0;0;106;55;0;0;0
35038;1;PARIQUERA-ACU;0;0;0;0;165;124;0;0;0
559076;2;PARIQUERA-ACU;4;0;0;11;14;6;0;5;0
35117;1;REGISTRO;0;11;0;0;476;0;0;0;0
43291;1;REGISTRO;0;0;0;0;323;161;0;0;0
579440;1;REGISTRO;0;5;0;0;0;149;0;0;0
901659;1;REGISTRO;0;16;0;0;398;378;0;0;0
901660;2;REGISTRO;0;4;0;0;90;45;0;0;0
920411;1;REGISTRO;0;3;0;0;259;142;0;0;0
985533;1;REGISTRO;0;0;0;0;0;0;0;0;0
35154;1;SETE BARRAS;0;0;0;0;310;283;0;0;0
35282;2;SETE BARRAS;0;0;0;0;55;0;0;0;0
19859;1;JUNDIAI;0;24;0;0;628;553;0;0;0
36043;1;JUNDIAI;0;0;0;0;472;218;0;0;0
48297;1;JUNDIAI;0;17;0;0;296;154;0;0;0
349124;1;JUNDIAI;0;23;0;0;585;195;0;0;0
901283;1;LOUVEIRA;0;3;0;0;137;0;0;0;0
19461;1;VARZEA PAULISTA;0;0;0;0;390;0;0;0;0
19483;1;VARZEA PAULISTA;0;13;0;0;291;187;0;0;0
919299;1;VARZEA PAULISTA;0;0;0;0;645;545;0;0;0
919317;1;ARTUR NOGUEIRA;0;0;0;0;358;224;0;0;0
924866;1;ARTUR NOGUEIRA;0;0;0;0;417;0;0;183;0
19975;1;COSMOPOLIS;0;0;0;0;0;343;0;0;0
909385;1;COSMOPOLIS;0;0;0;0;0;209;0;0;0
45822;1;LIMEIRA;0;0;0;0;516;261;0;0;0
5476;2;LIMEIRA;0;0;0;0;0;0;22;145;123
481531;2;LIMEIRA;0;0;0;2;20;25;0;0;0
985776;1;LIMEIRA;0;0;0;0;0;0;0;0;0
21696;1;RIO CLARO;0;0;0;0;0;304;0;0;0
21738;1;RIO CLARO;0;0;0;0;570;376;0;0;0
45895;1;RIO CLARO;0;0;0;0;598;490;0;0;0
435485;1;RIO CLARO;0;0;0;0;529;360;0;0;77
905586;1;RIO CLARO;0;0;0;0;295;0;0;0;0
917916;1;RIO CLARO;0;8;0;0;617;503;0;0;93
453675;1;RIO CLARO;0;0;0;0;0;0;10;32;35
19938;1;ENGENHEIRO COELHO;0;11;0;0;820;527;0;0;75
17541;1;AMPARO;0;0;0;0;263;190;0;0;0
17553;1;AMPARO;0;27;0;0;235;233;0;0;0
917151;1;AMPARO;0;0;0;155;0;0;0;0;0
565805;1;CONCHAL;0;4;0;0;247;107;0;0;0
6900;1;ITAPIRA;0;1;0;0;258;37;0;0;0
17498;1;ITAPIRA;0;0;0;0;169;60;0;0;0
17437;1;LINDOIA;0;4;0;0;0;188;0;0;16
20278;1;MOGI GUACU;0;0;0;0;0;699;0;53;83
35920;1;MOGI GUACU;0;2;0;0;0;215;0;0;0
39202;1;MOGI GUACU;0;0;0;0;129;193;0;50;73
579257;1;MOGI GUACU;0;4;0;0;356;114;0;0;0
920757;1;MOGI GUACU;0;0;0;0;364;146;0;0;0
20394;2;MOGI GUACU;0;0;0;0;0;53;0;0;0
577112;2;MOGI GUACU;0;0;0;0;0;0;36;72;64
579269;1;MOGI MIRIM;0;4;0;0;147;45;0;0;0
389511;2;MOGI MIRIM;0;0;0;1;23;32;0;0;0
907480;1;PEDREIRA;0;5;0;0;254;0;0;0;0
20552;1;SANTO ANTONIO DE POSSE;0;3;0;0;0;557;0;0;87
45603;1;SERRA NEGRA;0;18;0;191;249;0;0;0;0
21234;1;AGUAS DE SAO PEDRO;0;13;0;0;0;130;0;0;0
20758;1;PIRACICABA;0;7;0;436;0;0;0;0;0
20898;1;PIRACICABA;0;14;0;396;0;0;0;0;0
20916;1;PIRACICABA;0;3;0;361;0;0;0;0;0
20965;1;PIRACICABA;0;16;0;0;0;561;0;0;0
20989;1;PIRACICABA;0;16;0;0;404;243;0;0;0
21179;1;PIRACICABA;0;11;0;0;296;233;0;0;0
48355;1;PIRACICABA;0;7;0;376;0;0;0;0;0
435491;1;PIRACICABA;0;5;0;0;285;325;0;0;0
446038;1;PIRACICABA;0;9;0;0;335;157;0;0;0
446048;1;PIRACICABA;0;0;0;0;260;115;0;0;0
462925;1;PIRACICABA;0;13;0;0;275;156;0;0;0
920770;1;PIRACICABA;0;12;0;0;281;0;0;0;0
920782;1;PIRACICABA;0;20;0;0;628;470;0;0;28
920794;1;PIRACICABA;0;0;0;0;295;382;0;0;0
295486;1;PIRACICABA;0;0;0;3;20;23;0;0;0
295772;1;PIRACICABA;0;0;0;0;0;0;0;0;0
459628;1;PIRACICABA;0;0;0;0;0;0;8;19;14
21039;1;SALTINHO;0;5;0;0;383;213;0;0;0
20084;1;ARARAS;0;3;0;299;0;0;0;0;0
47260;1;ARARAS;0;15;0;0;371;222;0;0;0
905409;1;ARARAS;0;0;0;297;280;0;0;0;0
21337;1;LEME;0;35;0;0;566;0;0;0;0
21428;1;LEME;0;0;0;0;405;379;0;0;131
42730;1;LEME;0;36;0;0;745;0;0;0;0
916024;1;LEME;0;24;0;0;455;437;0;170;178
21436;2;PIRASSUNUNGA;0;7;0;0;256;157;0;0;0
21489;1;PIRASSUNUNGA;0;2;0;0;102;0;0;0;0
917588;1;SANTA CRUZ DAS PALMEIRAS;0;0;0;0;403;295;0;0;0
24284;1;SANTA RITA DO PASSA QUATRO;0;29;0;0;298;148;0;0;0
919238;1;ITOBI;0;0;0;90;0;0;0;0;0
20412;1;ESPIRITO SANTO DO PINHAL;0;6;0;369;0;0;0;0;0
41506;1;ESPIRITO SANTO DO PINHAL;0;0;0;107;110;0;0;0;0
20588;1;SAO JOAO DA BOA VISTA;0;0;0;0;224;437;0;39;121
20692;1;SAO JOAO DA BOA VISTA;0;5;0;0;283;128;0;0;0
45913;1;SAO JOAO DA BOA VISTA;0;11;0;0;170;39;0;0;0
19045;1;SAO JOSE DO RIO PARDO;0;15;0;0;197;231;0;0;0
19136;1;SAO JOSE DO RIO PARDO;0;10;0;188;0;0;0;0;0
297392;2;SAO SEBASTIAO DA GRAMA;0;0;0;0;69;35;0;0;0
19008;1;TAMBAU;0;13;0;0;262;416;0;30;57
49487;1;TAMBAU;0;0;0;0;136;64;0;0;0
18946;1;TAPIRATIBA;0;4;0;0;97;196;0;0;38
900576;1;VARGEM GRANDE DO SUL;0;9;0;0;277;174;0;0;0
39913;1;PAULINIA;0;34;0;0;552;1060;0;0;0
576669;1;PAULINIA;0;12;0;0;461;336;0;0;0
4633;1;SUMARE;0;0;0;0;235;0;0;0;0
17036;1;SUMARE;0;10;0;0;0;313;0;0;0
17267;1;SUMARE;0;0;0;0;303;310;0;0;0
17310;1;SUMARE;0;21;0;0;469;442;0;0;0
42560;1;SUMARE;0;0;0;0;226;294;0;41;139
45536;1;SUMARE;0;0;0;0;733;544;0;0;0
45561;1;SUMARE;0;30;0;0;751;548;0;0;0
267703;1;SUMARE;0;0;0;0;362;0;0;0;0
905641;1;SUMARE;0;0;0;0;299;135;0;0;0
909609;1;SUMARE;0;0;0;65;154;78;0;0;0
914940;1;SUMARE;0;0;0;0;278;0;0;0;0
924672;1;SUMARE;0;0;0;0;544;247;0;0;0
925731;1;SUMARE;0;0;0;0;423;200;0;0;0
48240;1;HORTOLANDIA;0;0;0;0;413;266;0;0;0
462019;1;HORTOLANDIA;0;0;0;0;236;120;0;0;0
580824;1;HORTOLANDIA;0;14;0;0;298;97;0;0;0
909592;1;HORTOLANDIA;0;0;0;0;300;0;0;0;0
909610;1;HORTOLANDIA;0;0;0;0;739;605;0;0;0
924994;1;HORTOLANDIA;0;0;0;0;406;166;0;0;0
459653;1;HORTOLANDIA;0;0;0;0;0;0;24;102;81
459665;1;HORTOLANDIA;0;0;0;0;0;0;24;126;104
18077;1;CAMPINAS;0;11;0;317;0;0;0;0;0
18119;1;CAMPINAS;0;0;0;0;221;41;0;0;0
18144;1;CAMPINAS;0;0;0;536;0;0;0;0;0
18200;1;CAMPINAS;0;18;0;0;207;316;0;0;0
18211;1;CAMPINAS;0;13;0;0;266;284;0;0;0
18247;1;CAMPINAS;0;5;0;0;240;335;0;0;0
18284;1;CAMPINAS;0;0;0;0;244;133;0;0;0
18302;1;CAMPINAS;0;28;0;247;311;572;0;0;106
18348;1;CAMPINAS;0;10;0;415;0;0;0;0;0
18399;1;CAMPINAS;0;12;0;162;126;162;0;0;0
18533;1;CAMPINAS;0;15;0;204;238;156;0;0;0
18582;1;CAMPINAS;0;9;0;204;0;0;0;0;0
18703;1;CAMPINAS;0;8;0;540;0;0;0;0;0
18788;1;CAMPINAS;0;11;0;0;264;125;0;0;0
18867;1;CAMPINAS;0;6;0;0;74;214;0;0;0
18879;1;CAMPINAS;0;0;0;0;0;423;0;0;0
42614;1;CAMPINAS;0;0;0;263;0;0;0;0;0
42626;1;CAMPINAS;0;0;0;0;171;0;0;0;0
42651;1;CAMPINAS;0;0;0;0;204;231;0;0;34
47193;1;CAMPINAS;0;4;0;113;0;0;0;0;0
65785;1;CAMPINAS;0;9;0;474;0;0;0;0;0
912924;1;CAMPINAS;0;5;0;79;152;0;0;0;0
453365;1;CAMPINAS;0;0;0;0;0;0;9;18;0
498671;1;CAMPINAS;0;0;0;0;0;0;0;0;0
20795;1;CAPIVARI;0;0;0;0;324;208;0;0;0
18624;1;INDAIATUBA;0;4;0;0;373;225;0;0;0
18659;1;INDAIATUBA;0;6;0;0;511;0;0;0;0
18661;1;INDAIATUBA;0;4;0;0;542;396;0;65;140
49475;1;INDAIATUBA;0;11;0;0;376;533;0;0;0
496601;1;INDAIATUBA;0;15;0;0;483;281;0;0;0
920083;1;INDAIATUBA;0;11;0;0;890;675;0;0;0
18727;1;MONTE MOR;0;0;0;0;144;94;0;0;0
406272;1;MONTE MOR;0;0;0;0;214;107;0;0;0
920678;1;MONTE MOR;0;0;0;0;708;359;0;0;0
458173;1;AMERICO BRASILIENSE;0;0;0;0;0;0;0;0;0
4714;1;ARARAQUARA;0;11;0;0;137;156;0;0;0
21891;1;ARARAQUARA;0;0;0;592;0;0;0;0;0
21970;1;ARARAQUARA;0;13;0;0;168;300;0;0;0
21994;1;ARARAQUARA;0;26;0;0;636;369;0;0;79
22147;1;ARARAQUARA;0;14;0;0;225;93;0;0;0
22159;1;ARARAQUARA;0;0;0;550;0;0;0;0;0
43540;1;ARARAQUARA;0;0;0;641;0;0;0;0;0
903334;1;ARARAQUARA;0;0;0;645;0;0;0;0;0
903358;1;ARARAQUARA;0;16;0;307;310;0;0;0;0
922973;1;ARARAQUARA;0;5;0;222;283;204;0;0;0
453249;1;ARARAQUARA;0;0;0;0;0;0;8;71;96
454072;1;ARARAQUARA;0;0;0;0;0;0;5;25;41
462020;1;ARARAQUARA;0;0;0;0;0;0;0;0;0
559490;1;ARARAQUARA;0;0;0;0;21;28;0;0;0
985314;1;ARARAQUARA;0;0;0;0;0;0;0;0;0
24934;1;MATAO;0;0;0;0;379;59;0;0;0
24958;1;MATAO;0;0;0;0;331;172;0;0;0
24961;1;MATAO;0;11;0;192;139;0;0;0;0
24971;1;MATAO;0;0;0;539;0;0;0;0;0
909695;1;MATAO;0;0;0;0;296;0;0;0;0
447341;1;MATAO;0;0;0;0;0;0;0;0;0
22135;1;MOTUCA;0;0;0;0;0;126;0;0;0
28228;1;ALTAIR;0;6;0;0;172;98;0;0;0
22354;1;BARRETOS;0;13;0;0;248;138;0;0;0
22457;1;BARRETOS;0;0;0;0;305;65;0;0;0
498166;1;BARRETOS;0;0;0;0;0;0;0;476;1212
579889;1;BARRETOS;0;0;0;0;0;202;0;0;0
433559;1;BARRETOS;0;0;0;0;0;0;0;0;0
22238;1;GUAIRA;0;7;0;0;608;283;0;0;0
458193;1;GUAIRA;0;0;0;0;0;0;0;0;0
28022;1;OLIMPIA;0;6;0;0;428;0;0;0;0
28034;1;OLIMPIA;0;10;0;0;495;228;0;0;0
28113;1;OLIMPIA;0;5;0;0;139;67;0;0;0
22861;1;CRISTAIS PAULISTA;0;0;0;0;0;274;0;0;0
6271;1;CRISTAIS PAULISTA;0;0;0;0;0;0;0;0;0
22792;1;FRANCA;0;13;0;0;634;648;0;0;0
22822;1;FRANCA;0;0;0;0;276;31;0;0;0
22895;1;FRANCA;0;0;0;278;0;0;0;0;0
22950;1;FRANCA;0;0;0;0;533;0;0;0;0
351076;1;FRANCA;0;35;0;0;455;459;0;0;0
496546;1;FRANCA;0;0;0;0;445;51;0;0;0
903401;1;FRANCA;0;0;0;327;0;0;0;0;0
911252;1;FRANCA;0;0;0;0;549;293;0;0;0
911264;1;FRANCA;0;0;0;0;291;22;0;0;0
911288;1;FRANCA;0;0;0;325;0;0;0;0;0
914290;1;FRANCA;0;0;0;0;184;45;0;0;0
924969;1;FRANCA;0;22;0;0;213;201;0;0;0
344758;1;FRANCA;0;0;0;0;0;0;0;0;0
458831;1;FRANCA;0;0;0;0;0;0;0;0;0
23140;2;PEDREGULHO;0;19;0;0;74;37;0;0;0
23152;1;RIBEIRAO CORRENTE;0;0;0;0;0;140;0;0;0
980161;1;BEBEDOURO;0;0;0;0;0;0;0;302;808
5478;2;GUARIBA;0;0;0;0;0;0;33;128;102
23735;1;JABOTICABAL;0;18;0;0;289;230;0;86;0
922511;1;JABOTICABAL;0;17;0;0;306;314;0;0;66
44623;1;MONTE ALTO;0;5;0;0;174;116;0;0;0
23516;1;PRADOPOLIS;0;3;0;0;0;619;0;0;88
22512;1;TAIUVA;0;8;0;0;243;139;0;0;0
22901;1;ALTINOPOLIS;0;0;0;0;312;408;0;0;13
919433;1;BATATAIS;0;0;0;0;591;284;0;0;0
903498;1;CAJURU;0;0;0;0;247;243;0;16;30
462792;1;CRAVINHOS;0;0;0;0;187;142;0;0;0
23917;1;RIBEIRAO PRETO;0;0;0;0;316;362;0;0;0
24053;1;RIBEIRAO PRETO;0;21;0;388;321;0;0;0;0
24077;1;RIBEIRAO PRETO;0;0;0;0;0;426;0;0;0
24168;1;RIBEIRAO PRETO;0;0;0;0;0;1232;0;0;0
42882;1;RIBEIRAO PRETO;0;0;0;162;120;0;0;0;0
49612;1;RIBEIRAO PRETO;0;17;0;407;385;247;0;0;0
412181;1;RIBEIRAO PRETO;0;0;0;0;298;120;0;0;0
576499;1;RIBEIRAO PRETO;0;0;0;0;306;0;0;0;0
900761;1;RIBEIRAO PRETO;0;0;0;0;552;0;0;0;0
903462;1;RIBEIRAO PRETO;0;0;0;491;0;0;0;0;0
903474;1;RIBEIRAO PRETO;0;16;0;343;322;0;0;0;0
905811;1;RIBEIRAO PRETO;0;0;0;160;140;0;0;0;0
911306;1;RIBEIRAO PRETO;0;0;0;756;0;0;0;0;0
925664;1;RIBEIRAO PRETO;0;9;0;372;0;0;0;0;0
925706;1;RIBEIRAO PRETO;0;0;0;0;233;209;0;0;0
464466;2;RIBEIRAO PRETO;0;0;0;0;0;0;30;73;77
563900;2;RIBEIRAO PRETO;0;0;0;2;27;13;0;0;0
24326;1;SANTA ROSA DE VITERBO;0;0;0;0;552;0;0;0;0
48458;1;SANTA ROSA DE VITERBO;0;0;0;0;249;135;0;32;51
24235;1;SAO SIMAO;0;0;0;111;68;0;0;0;0
454035;2;SERRA AZUL;0;0;0;0;0;0;78;76;74
464831;2;SERRA AZUL;0;0;0;0;0;0;24;70;86
922687;1;SERRANA;0;0;0;0;482;555;0;0;122
462846;1;DESCALVADO;0;0;0;0;0;296;0;0;0
913736;1;IBATE;0;6;0;0;239;78;0;0;0
453778;2;ITIRAPINA;0;0;0;0;0;0;10;85;64
24430;1;SAO CARLOS;0;13;0;0;220;176;0;0;0
24442;1;SAO CARLOS;0;8;0;0;331;290;0;0;0
24485;1;SAO CARLOS;0;12;0;0;204;471;0;0;80
24612;1;SAO CARLOS;0;9;0;0;252;152;0;0;0
39019;1;SAO CARLOS;0;8;0;420;0;0;0;0;0
906773;1;SAO CARLOS;0;4;0;235;274;0;0;0;0
907923;1;SAO CARLOS;0;12;0;134;101;159;0;0;0
909750;1;SAO CARLOS;0;8;0;247;0;0;0;0;0
916183;1;SAO CARLOS;0;11;0;483;0;0;0;0;0
23334;1;ARAMINA;0;1;0;0;286;128;0;0;0
24806;1;MORRO AGUDO;0;1;0;0;149;461;0;0;0
24648;1;SALES OLIVEIRA;0;20;0;0;390;211;0;0;0
24685;1;SAO JOAQUIM DA BARRA;0;1;0;305;0;0;0;0;0
24855;1;BORBOREMA;0;8;0;0;117;342;0;21;18
919548;1;DOBRADA;0;6;0;218;0;0;0;0;0
25045;1;IBITINGA;0;16;0;0;281;500;0;0;0
25094;1;ITAPOLIS;0;0;0;48;55;0;0;0;0
909762;1;ITAPOLIS;0;2;0;147;0;0;0;0;0
22100;1;TABATINGA;0;25;0;0;295;418;0;0;0
24880;1;TAQUARITINGA;0;28;0;0;452;173;0;0;0
48379;1;TAQUARITINGA;0;9;0;0;408;286;0;0;0
23528;1;DUMONT;0;1;0;0;0;323;0;25;33
459264;1;DUMONT;0;0;0;0;0;0;0;0;0
22664;1;PITANGUEIRAS;0;0;0;0;152;123;0;5;0
22561;1;PONTAL;0;0;0;0;644;0;0;0;0
459173;1;PONTAL;0;0;0;0;0;0;0;0;0
23553;1;SERTAOZINHO;0;0;0;0;0;575;0;0;31
44635;1;SERTAOZINHO;0;25;0;0;150;228;0;0;124
905847;1;SERTAOZINHO;0;0;0;0;571;442;0;126;111
560601;2;SERTAOZINHO;0;0;0;7;52;26;0;0;0
22585;1;VIRADOURO;0;2;0;0;217;370;0;0;25
100195;2;AVAI;4;0;0;8;11;7;0;6;5
26273;1;BALBINOS;0;1;0;0;71;42;0;0;0
5898;1;BAURU;0;15;0;0;377;94;0;0;0
25227;1;BAURU;0;9;0;405;0;0;0;0;0
25240;1;BAURU;0;1;0;0;0;263;0;0;0
25297;1;BAURU;0;12;0;0;317;648;0;0;0
25306;1;BAURU;0;9;0;692;0;0;0;0;0
25410;1;BAURU;0;9;0;374;0;0;0;0;0
25434;1;BAURU;0;10;0;443;0;0;0;0;0
25446;1;BAURU;0;10;0;0;155;322;0;0;0
25458;1;BAURU;0;14;0;0;307;177;0;0;0
25483;1;BAURU;0;11;0;164;194;429;0;0;0
25513;1;BAURU;0;11;0;463;0;0;0;0;0
25562;1;BAURU;0;10;0;163;290;272;0;0;0
921373;1;BAURU;0;6;0;0;414;323;0;0;0
980067;1;BAURU;0;0;0;0;0;0;0;963;2253
128272;1;BAURU;0;0;0;0;0;0;0;0;0
25331;1;DUARTINA;0;7;0;0;436;221;0;0;5
25896;1;LENCOIS PAULISTA;0;16;0;0;257;731;0;0;0
25902;1;LENCOIS PAULISTA;0;15;0;0;271;80;0;0;0
26487;1;PIRAJUI;0;0;0;0;348;74;0;0;0
457796;2;PIRAJUI;0;0;0;0;0;0;22;177;185
903541;1;PRESIDENTE ALVES;0;4;0;41;47;0;0;0;0
25999;1;PAULISTANIA;0;0;0;0;103;51;0;0;0
25975;1;BARRA BONITA;0;0;0;0;0;248;0;0;0
35836;1;BARRA BONITA;0;0;0;0;266;0;0;0;0
42959;1;BARRA BONITA;0;10;0;0;626;492;0;0;0
25756;1;BORACEIA;0;0;0;0;288;176;0;0;0
901027;1;DOIS CORREGOS;0;0;0;0;337;371;0;0;91
459598;1;DOIS CORREGOS;0;0;0;0;0;0;0;0;0
909282;1;IGARACU DO TIETE;0;14;0;0;375;265;0;0;0
25616;1;JAU;0;0;0;0;259;82;0;0;0
25793;1;JAU;0;0;0;0;35;0;0;0;0
377156;1;JAU;0;10;0;0;485;313;0;0;0
482468;1;JAU;0;0;0;0;0;0;0;810;1465
26050;1;MACATUBA;0;0;0;0;286;180;0;0;0
44040;1;MACATUBA;0;0;0;0;213;73;0;0;0
558643;1;PEDERNEIRAS;0;0;0;0;75;49;0;0;0
900230;1;PEDERNEIRAS;0;0;0;0;87;0;0;0;0
917680;1;PEDERNEIRAS;0;0;0;0;156;39;0;0;0
26360;1;GETULINA;0;2;0;0;41;29;0;0;0
453444;2;GETULINA;0;0;0;0;0;0;7;49;46
26396;1;GUAIMBE;0;21;0;0;302;181;0;0;0
26451;1;LINS;0;0;0;474;0;0;0;0;0
906979;1;LINS;0;3;0;174;0;0;0;0;0
26104;1;PROMISSAO;0;41;0;0;312;95;0;0;0
911616;2;PROMISSAO;0;3;0;0;120;75;0;0;0
26207;1;SABINO;0;11;0;0;270;141;0;19;50
26530;1;CATANDUVA;0;21;0;0;134;134;0;0;0
26554;1;CATANDUVA;0;0;0;0;221;208;0;0;48
577704;1;PALMARES PAULISTA;0;0;0;0;273;0;0;0;0
26591;1;PINDORAMA;0;7;0;0;60;278;0;0;0
26566;1;ELISIARIO;0;0;0;0;0;98;0;0;0
26839;1;FERNANDOPOLIS;0;41;0;0;121;59;0;0;0
43023;1;FERNANDOPOLIS;0;0;0;0;151;70;0;0;0
908137;1;FERNANDOPOLIS;0;2;0;0;174;88;0;0;0
26931;1;INDIAPORA;0;11;0;0;190;88;0;0;0
26906;1;MACEDONIA;0;4;0;0;179;100;0;0;0
26815;1;PEDRANOPOLIS;0;0;0;0;109;67;0;0;0
30727;1;SAO JOAO DE IRACEMA;0;2;0;0;90;42;0;0;0
49700;1;JALES;0;16;0;0;325;79;0;0;0
